Date,Hospital_Code,Region,Hospital_Name,Type1_Attendances,Type2_Attendances,Other_Attendances,Type1_Over4hrs,Type2_Over4hrs,Other_Over4hrs,Wait_4to12hrs,Wait_12plus_hrs,Emerg_Admissions,Total_Attendances,Total_Over4hrs,Pct_Within_4hrs,Target_Failed,Year,Month,Quarter,Season
2025-11-01,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8090,0,2744,4050,0,114,452,875,2191,8090,4050,49.94,1,2025,11,4,Autumn
2025-11-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13220,2250,14696,7908,719,219,583,829,4009,13220,7908,40.18,1,2025,11,4,Autumn
2025-11-01,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12395,1785,3522,4092,0,110,436,1,5221,12395,4092,66.99,1,2025,11,4,Autumn
2025-11-01,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6989,0,2893,3444,0,70,615,922,1968,6989,3444,50.72,1,2025,11,4,Autumn
2025-11-01,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13016,2023,8899,7451,134,1048,157,495,3365,13016,7451,42.76,1,2025,11,4,Autumn
2025-11-01,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13118,0,3921,5639,0,0,1980,46,4515,13118,5639,57.01,1,2025,11,4,Autumn
2025-11-01,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12376,1187,0,4907,100,0,548,12,4228,12376,4907,60.35,1,2025,11,4,Autumn
2025-11-01,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11173,2396,2674,3497,24,0,494,7,2319,11173,3497,68.7,1,2025,11,4,Autumn
2025-11-01,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13768,0,15911,6911,0,896,754,667,6200,13768,6911,49.8,1,2025,11,4,Autumn
2025-11-01,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9340,0,0,2580,0,0,265,317,1443,9340,2580,72.38,1,2025,11,4,Autumn
2025-11-01,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10659,0,6868,3310,0,178,141,76,2111,10659,3310,68.95,1,2025,11,4,Autumn
2025-11-01,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8986,0,2348,4166,0,32,278,101,2688,8986,4166,53.64,1,2025,11,4,Autumn
2025-11-01,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16746,140,6306,6446,0,370,2112,332,3560,16746,6446,61.51,1,2025,11,4,Autumn
2025-11-01,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12364,0,3304,4551,0,212,960,471,2986,12364,4551,63.19,1,2025,11,4,Autumn
2025-11-01,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,26111,794,18363,11748,4,2257,906,1000,4331,26111,11748,55.01,1,2025,11,4,Autumn
2025-11-01,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11116,0,4946,4544,0,62,546,491,2743,11116,4544,59.12,1,2025,11,4,Autumn
2025-11-01,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,11913,0,8719,5991,0,206,364,87,3286,11913,5991,49.71,1,2025,11,4,Autumn
2025-11-01,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8963,0,3807,2493,0,65,395,625,1995,8963,2493,72.19,1,2025,11,4,Autumn
2025-11-01,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12411,0,7276,3845,0,2,696,236,2191,12411,3845,69.02,1,2025,11,4,Autumn
2025-11-01,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13650,0,3999,5155,0,5,1179,197,3854,13650,5155,62.23,1,2025,11,4,Autumn
2025-11-01,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11357,0,2179,3613,0,206,952,712,2092,11357,3613,68.19,1,2025,11,4,Autumn
2025-11-01,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9961,0,4693,5722,0,552,936,534,3801,9961,5722,42.56,1,2025,11,4,Autumn
2025-11-01,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8917,0,10017,4390,0,75,574,404,2699,8917,4390,50.77,1,2025,11,4,Autumn
2025-11-01,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,12703,2593,5892,5588,100,159,48,17,1087,12703,5588,56.01,1,2025,11,4,Autumn
2025-11-01,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8206,0,4673,3681,0,79,649,466,2486,8206,3681,55.14,1,2025,11,4,Autumn
2025-11-01,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,35573,310,3244,14391,0,70,2895,1702,11249,35573,14391,59.55,1,2025,11,4,Autumn
2025-11-01,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8397,0,3181,4053,0,213,429,655,1715,8397,4053,51.73,1,2025,11,4,Autumn
2025-11-01,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18346,0,1739,3915,0,55,988,247,2378,18346,3915,78.66,1,2025,11,4,Autumn
2025-11-01,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,11537,1521,7238,4325,25,268,759,620,3048,11537,4325,62.51,1,2025,11,4,Autumn
2025-11-01,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9445,0,0,2600,0,0,490,4,3236,9445,2600,72.47,1,2025,11,4,Autumn
2025-11-01,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6933,0,1223,2144,0,0,425,342,1572,6933,2144,69.08,1,2025,11,4,Autumn
2025-11-01,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11300,0,0,1890,0,0,189,25,1741,11300,1890,83.27,1,2025,11,4,Autumn
2025-11-01,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6112,0,4334,2313,0,25,577,6,1734,6112,2313,62.16,1,2025,11,4,Autumn
2025-11-01,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4998,0,721,686,0,5,24,0,1227,4998,686,86.27,1,2025,11,4,Autumn
2025-11-01,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9394,0,0,2778,0,0,408,0,1754,9394,2778,70.43,1,2025,11,4,Autumn
2025-11-01,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4516,0,0,2301,0,0,172,549,740,4516,2301,49.05,1,2025,11,4,Autumn
2025-11-01,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5849,937,126,2188,0,0,374,178,1401,5849,2188,62.59,1,2025,11,4,Autumn
2025-11-01,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5568,0,0,1464,0,0,23,0,661,5568,1464,73.71,1,2025,11,4,Autumn
2025-11-01,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13836,0,5212,7046,0,64,989,1083,3112,13836,7046,49.07,1,2025,11,4,Autumn
2025-11-01,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9743,1170,2989,4327,0,60,235,268,3449,9743,4327,55.59,1,2025,11,4,Autumn
2025-11-01,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY NHS FOUNDATION TRUST,6753,0,1819,2110,0,0,374,20,2209,6753,2110,68.75,1,2025,11,4,Autumn
2025-11-01,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4321,0,0,1540,0,0,169,61,1894,4321,1540,64.36,1,2025,11,4,Autumn
2025-11-01,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6725,0,0,1081,0,0,0,0,976,6725,1081,83.93,1,2025,11,4,Autumn
2025-11-01,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6339,0,10401,2792,0,477,399,599,2253,6339,2792,55.96,1,2025,11,4,Autumn
2025-11-01,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,27121,1432,1687,10224,69,176,769,804,8281,27121,10224,62.3,1,2025,11,4,Autumn
2025-11-01,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,8768,0,3788,4635,0,268,467,395,2523,8768,4635,47.14,1,2025,11,4,Autumn
2025-11-01,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10617,0,5700,4758,0,549,814,484,3651,10617,4758,55.19,1,2025,11,4,Autumn
2025-11-01,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16724,0,0,3083,0,0,1074,20,3022,16724,3083,81.57,1,2025,11,4,Autumn
2025-11-01,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5805,0,2238,2829,0,352,418,613,1878,5805,2829,51.27,1,2025,11,4,Autumn
2025-11-01,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10560,0,0,4468,0,0,528,702,2975,10560,4468,57.69,1,2025,11,4,Autumn
2025-11-01,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11736,1157,5716,5715,9,251,919,2,4606,11736,5715,51.3,1,2025,11,4,Autumn
2025-11-01,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7786,0,703,2133,0,0,368,229,2010,7786,2133,72.6,1,2025,11,4,Autumn
2025-11-01,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7743,0,2630,2165,0,0,429,314,1792,7743,2165,72.04,1,2025,11,4,Autumn
2025-11-01,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19733,0,9373,9366,0,3,943,1160,3956,19733,9366,52.54,1,2025,11,4,Autumn
2025-11-01,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22973,1875,0,9337,135,0,1283,716,7008,22973,9337,59.36,1,2025,11,4,Autumn
2025-11-01,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,14006,0,10880,4649,0,698,292,1284,4053,14006,4649,66.81,1,2025,11,4,Autumn
2025-11-01,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27251,2818,10841,10687,156,354,3326,101,5949,27251,10687,60.78,1,2025,11,4,Autumn
2025-11-01,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,14479,0,4764,6290,0,0,1066,324,4286,14479,6290,56.56,1,2025,11,4,Autumn
2025-11-01,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9942,986,3330,2582,0,0,659,70,2572,9942,2582,74.03,1,2025,11,4,Autumn
2025-11-01,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,27198,495,15690,9231,7,837,945,2065,6292,27198,9231,66.06,1,2025,11,4,Autumn
2025-11-01,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9935,0,4109,3723,0,228,1031,545,3866,9935,3723,62.53,1,2025,11,4,Autumn
2025-11-01,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7319,0,2991,3761,0,0,476,569,2331,7319,3761,48.61,1,2025,11,4,Autumn
2025-11-01,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17038,0,8942,6555,0,0,80,13,5154,17038,6555,61.53,1,2025,11,4,Autumn
2025-11-01,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5283,0,1441,1894,0,0,145,4,1221,5283,1894,64.15,1,2025,11,4,Autumn
2025-11-01,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,6370,0,5889,3404,0,166,686,325,2068,6370,3404,46.56,1,2025,11,4,Autumn
2025-11-01,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14820,0,4638,5796,0,134,487,862,3787,14820,5796,60.89,1,2025,11,4,Autumn
2025-11-01,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,16440,0,16392,7469,0,398,1025,506,4388,16440,7469,54.57,1,2025,11,4,Autumn
2025-11-01,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13224,0,12472,5570,0,294,496,1105,2896,13224,5570,57.88,1,2025,11,4,Autumn
2025-11-01,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,16021,0,8885,6752,0,959,1426,811,3590,16021,6752,57.86,1,2025,11,4,Autumn
2025-11-01,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,10226,0,8645,3683,0,40,535,553,1709,10226,3683,63.98,1,2025,11,4,Autumn
2025-11-01,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6663,0,2857,3039,0,14,155,42,2342,6663,3039,54.39,1,2025,11,4,Autumn
2025-11-01,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27777,0,7663,10517,0,335,2305,869,8705,27777,10517,62.14,1,2025,11,4,Autumn
2025-11-01,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6085,235,0,2480,0,0,499,223,1509,6085,2480,59.24,1,2025,11,4,Autumn
2025-11-01,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6395,0,1272,2681,0,0,558,229,1812,6395,2681,58.08,1,2025,11,4,Autumn
2025-11-01,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8763,88,7292,4690,2,73,687,373,3081,8763,4690,46.48,1,2025,11,4,Autumn
2025-11-01,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8182,0,5518,3670,0,102,859,0,2138,8182,3670,55.15,1,2025,11,4,Autumn
2025-11-01,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12523,0,4015,5374,0,2,875,207,3182,12523,5374,57.09,1,2025,11,4,Autumn
2025-11-01,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8870,1047,7250,4425,82,395,983,9,3194,8870,4425,50.11,1,2025,11,4,Autumn
2025-11-01,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13347,0,5396,4730,0,0,218,713,1114,13347,4730,64.56,1,2025,11,4,Autumn
2025-11-01,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9695,0,7118,5501,0,75,698,857,5534,9695,5501,43.26,1,2025,11,4,Autumn
2025-11-01,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5129,0,6657,2459,0,14,625,37,1651,5129,2459,52.06,1,2025,11,4,Autumn
2025-10-01,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,23647,1062,12660,9661,0,222,1387,492,7123,23647,9661,59.14,1,2025,10,4,Autumn
2025-10-01,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5372,0,5404,2895,0,257,963,276,2055,5372,2895,46.11,1,2025,10,4,Autumn
2025-10-01,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14159,2354,14559,6429,292,179,690,949,8510,14159,6429,54.59,1,2025,10,4,Autumn
2025-10-01,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4674,0,586,356,0,0,8,0,1112,4674,356,92.38,1,2025,10,4,Autumn
